Company Name,Skills,Posted Date,Location,Job Type,Job Link
Yash Technologies Pvt Ltd,"sap mm implementation, shana configuration, inventory management, external service management, logistic invoice verification, master data, sap sd, batch management, wm, forms",1 day ago,Pune,SAP MM Contractor Job Job Details | Yash Technologies,https://www.timesjobs.com/job-detail/sap-mm-contractor-job-job-details-yash-technologies-yash-technologies-pvt-ltd-pune-4-to-5-yrs-jobid-3zxkT9KL9vJzpSvf__PLUS__uAgZw==&source=srp
Verizon Data Services India Pvt Ltd,"customer experience research, data analysis techniques, analytical problem solving, team management skills, effective communication, building, measurement, design, survey",1 day ago,"Chennai,  Hyderabad/Secunderabad",Manager - Business Intelligence,https://www.timesjobs.com/job-detail/manager-business-intelligence-verizon-data-services-india-pvt-ltd-chennai-hyderabad-secunderabad-6-to-7-yrs-jobid-LrcTEt__PLUS__MoLVzpSvf__PLUS__uAgZw==&source=srp
Verizon Data Services India Pvt Ltd,"customer experience research, data analysis techniques, analytical problem solving, team management skills, effective communication, building, measurement, design, survey",1 day ago,"Chennai,  Hyderabad/Secunderabad",Manager - Business Intelligence,https://www.timesjobs.com/job-detail/manager-business-intelligence-verizon-data-services-india-pvt-ltd-chennai-hyderabad-secunderabad-6-to-7-yrs-jobid-mCHeV__SLASH__XExEJzpSvf__PLUS__uAgZw==&source=srp
Verizon Data Services India Pvt Ltd,"java scripting, bpm development, workflow tools, ci / cd deployment, backend frameworks, mongodb, javascript, wli",1 day ago,Bengaluru / Bangalore,Software Engineer II-jBPM,https://www.timesjobs.com/job-detail/software-engineer-ii-jbpm-verizon-data-services-india-pvt-ltd-bengaluru-bangalore-1-to-4-yrs-jobid-lF0CnUuw1DJzpSvf__PLUS__uAgZw==&source=srp
Verizon Data Services India Pvt Ltd,"java scripting, bpm development, workflow tools, ci / cd deployment, backend frameworks, mongodb, javascript, wli",1 day ago,Bengaluru / Bangalore,Software Engineer II-jBPM,https://www.timesjobs.com/job-detail/software-engineer-ii-jbpm-verizon-data-services-india-pvt-ltd-bengaluru-bangalore-1-to-4-yrs-jobid-3eVp5pD2KUhzpSvf__PLUS__uAgZw==&source=srp
Verizon Data Services India Pvt Ltd,"data ingestion, etl / elt development, big data technologies, data transformation, problem solving, production, lifting, innovation, ideas, cutting",1 day ago,"Chennai,  Bengaluru / Bangalore,  Hyderabad/Secunderabad",Engr III Spec-Data Engineering,https://www.timesjobs.com/job-detail/engr-iii-spec-data-engineering-verizon-data-services-india-pvt-ltd-chennai-bengaluru-bangalore-hyderabad-secunderabad-3-to-5-yrs-jobid-Vx6xG__PLUS__aztY1zpSvf__PLUS__uAgZw==&source=srp
Verizon Data Services India Pvt Ltd,"data ingestion, etl / elt development, big data technologies, data transformation, problem solving, production, lifting, innovation, ideas, cutting",1 day ago,"Chennai,  Bengaluru / Bangalore,  Hyderabad/Secunderabad",Engr III Spec-Data Engineering,https://www.timesjobs.com/job-detail/engr-iii-spec-data-engineering-verizon-data-services-india-pvt-ltd-chennai-bengaluru-bangalore-hyderabad-secunderabad-3-to-5-yrs-jobid-__SLASH__VB4KOGQKpZzpSvf__PLUS__uAgZw==&source=srp
ORACLE,"code troubleshooting, sql proficiency, java programming, c# development, test plan execution, oracle, security",1 day ago,Bengaluru / Bangalore,Production Service Developer 2,https://www.timesjobs.com/job-detail/production-service-developer-2-oracle-bengaluru-bangalore-3-to-5-yrs-jobid-ymm4w1OPfyRzpSvf__PLUS__uAgZw==&source=srp
ORACLE,"interpersonal effectiveness, process optimization, customer centricity, problem solving, adaptability, security, oracle",1 day ago,Bengaluru / Bangalore,Business Analyst 1-Ops,https://www.timesjobs.com/job-detail/business-analyst-1-ops-oracle-bengaluru-bangalore-1-to-3-yrs-jobid-KeHQZDeS2SBzpSvf__PLUS__uAgZw==&source=srp
ORACLE,"c   programming, debugging techniques, git versioning, linux proficiency, problem solving, sql, security, senior software developer, data structures, software engineering, solaris, oracle, os, windows",1 day ago,Bengaluru / Bangalore,Software Developer 3,https://www.timesjobs.com/job-detail/software-developer-3-oracle-bengaluru-bangalore-3-to-5-yrs-jobid-UntJ5NT9YdhzpSvf__PLUS__uAgZw==&source=srp
ORACLE,"code troubleshooting, sql proficiency, programming languages, root cause analysis, test plan development, c#, oracle, security, java",1 day ago,Bengaluru / Bangalore,Production Service Developer 2,https://www.timesjobs.com/job-detail/production-service-developer-2-oracle-bengaluru-bangalore-3-to-5-yrs-jobid-4__SLASH__8J0BvNjcRzpSvf__PLUS__uAgZw==&source=srp
ORACLE,"software development  technical leadership  sql proficiency  c# programming  problem solving, security, debugging, software engineering, oracle",1 day ago,Bengaluru / Bangalore,Senior Member of Technical Staff,https://www.timesjobs.com/job-detail/senior-member-of-technical-staff-oracle-bengaluru-bangalore-3-to-5-yrs-jobid-SZ6WMJKbpNxzpSvf__PLUS__uAgZw==&source=srp
Larsen & Toubro Infotech Ltd,"project management, risk mitigation, schedule preparation, site coordination, drawings scrutiny, contractor, monitoring, contracts, estimation, construction",1 day ago,Mumbai,Manager - Planning,https://www.timesjobs.com/job-detail/manager-planning-larsen-toubro-infotech-ltd-mumbai-9-to-12-yrs-jobid-Zxi__SLASH__jZ7S4npzpSvf__PLUS__uAgZw==&source=srp
Larsen & Toubro Infotech Ltd,"project management, risk mitigation, schedule preparation, site coordination, drawings scrutiny, contractor, monitoring, contracts, estimation, construction",1 day ago,Mumbai,Manager - Planning,https://www.timesjobs.com/job-detail/manager-planning-larsen-toubro-infotech-ltd-mumbai-9-to-12-yrs-jobid-JzNpR6FySddzpSvf__PLUS__uAgZw==&source=srp
Larsen & Toubro Infotech Ltd,"project management principles, technical ability, communication skills, teamwork mentality, problem solving, lld, written communication",1 day ago,Hyderabad/Secunderabad,Assistant Manager TLS,https://www.timesjobs.com/job-detail/assistant-manager-tls-larsen-toubro-infotech-ltd-hyderabad-secunderabad-5-to-10-yrs-jobid-Z8e7__PLUS__rZqjxBzpSvf__PLUS__uAgZw==&source=srp
Larsen & Toubro Infotech Ltd,"project management principles, technical ability, communication skills, teamwork mentality, problem solving, lld, written communication",1 day ago,Hyderabad/Secunderabad,Assistant Manager TLS,https://www.timesjobs.com/job-detail/assistant-manager-tls-larsen-toubro-infotech-ltd-hyderabad-secunderabad-5-to-10-yrs-jobid-9bIxOanjBhRzpSvf__PLUS__uAgZw==&source=srp
Larsen & Toubro Infotech Ltd,"problem solving, analytical thinking, client management, project management, material management, pre-commissioning, mechanical engineering, field operations, planning, safety, dme",1 day ago,Eastern Province,Piping Engineer,https://www.timesjobs.com/job-detail/piping-engineer-larsen-toubro-infotech-ltd-eastern-province-5-to-10-yrs-jobid-LvgVfrxjJ8VzpSvf__PLUS__uAgZw==&source=srp
Larsen & Toubro Infotech Ltd,"problem solving, analytical thinking, client management, project management, material management, pre-commissioning, mechanical engineering, field operations, planning, safety, dme",1 day ago,Eastern Province,Piping Engineer,https://www.timesjobs.com/job-detail/piping-engineer-larsen-toubro-infotech-ltd-eastern-province-5-to-10-yrs-jobid-zWcvCHAVzO1zpSvf__PLUS__uAgZw==&source=srp
Larsen & Toubro Infotech Ltd,"quality assurance methods, resource management, engineering documentation, risk management, performance appraisals, plot plan, bodies, project engineer, design, value engineering",1 day ago,Vadodara,Process,https://www.timesjobs.com/job-detail/process-larsen-toubro-infotech-ltd-vadodara-1-to-2-yrs-jobid-UBF__PLUS__j8VSIAtzpSvf__PLUS__uAgZw==&source=srp
Larsen & Toubro Infotech Ltd,"quality assurance methods, resource management, engineering documentation, risk management, performance appraisals, plot plan, bodies, project engineer, design, value engineering",1 day ago,Vadodara,Process,https://www.timesjobs.com/job-detail/process-larsen-toubro-infotech-ltd-vadodara-1-to-2-yrs-jobid-7BKRLTlbMt9zpSvf__PLUS__uAgZw==&source=srp
Larsen & Toubro Infotech Ltd,"technical requirements handling, vendor document review, engineering design leadership, quality assurance checks, cross discipline coordination, contractor, construction drawings, electrical, checker, estimation engineering",1 day ago,Vadodara,Instrumentation,https://www.timesjobs.com/job-detail/instrumentation-larsen-toubro-infotech-ltd-vadodara-3-to-8-yrs-jobid-INXE5E4iS7ZzpSvf__PLUS__uAgZw==&source=srp
Larsen & Toubro Infotech Ltd,"technical requirements handling, vendor document review, engineering design leadership, quality assurance checks, cross discipline coordination, contractor, construction drawings, electrical, checker, estimation engineering",1 day ago,Vadodara,Instrumentation,https://www.timesjobs.com/job-detail/instrumentation-larsen-toubro-infotech-ltd-vadodara-3-to-8-yrs-jobid-OK6HJ6mZc3RzpSvf__PLUS__uAgZw==&source=srp
Larsen & Toubro Infotech Ltd,"rotating machinery selection, quality management programs, commissioning systems, team management, api standards familiarity, mechanical engineering, team work, pumps, compressors",1 day ago,Vadodara,Mechanical Rotary,https://www.timesjobs.com/job-detail/mechanical-rotary-larsen-toubro-infotech-ltd-vadodara-9-to-13-yrs-jobid-NydBvWEaL4NzpSvf__PLUS__uAgZw==&source=srp
Larsen & Toubro Infotech Ltd,"rotating machinery selection, quality management programs, commissioning systems, team management, api standards familiarity, mechanical engineering, team work, pumps, compressors",1 day ago,Vadodara,Mechanical Rotary,https://www.timesjobs.com/job-detail/mechanical-rotary-larsen-toubro-infotech-ltd-vadodara-9-to-13-yrs-jobid-qexdjTpE24RzpSvf__PLUS__uAgZw==&source=srp
Larsen & Toubro Infotech Ltd,"corrosion management, material selection, engineering support, standards development, technology evaluation, consultant",1 day ago,Vadodara,Material & Corrosion,https://www.timesjobs.com/job-detail/material-corrosion-larsen-toubro-infotech-ltd-vadodara-9-to-13-yrs-jobid-isnDhiumv3tzpSvf__PLUS__uAgZw==&source=srp
Larsen & Toubro Infotech Ltd,"corrosion management, material selection, engineering support, standards development, technology evaluation, consultant",1 day ago,Vadodara,Material & Corrosion,https://www.timesjobs.com/job-detail/material-corrosion-larsen-toubro-infotech-ltd-vadodara-9-to-13-yrs-jobid-dYT8W0ErfE1zpSvf__PLUS__uAgZw==&source=srp
Larsen & Toubro Infotech Ltd,"project management, stakeholder coordination, quality control, documentation management, material selection, dpr, water, billing, rcc, drawing study, mep, project execution",1 day ago,Mumbai,"Project Execution, Malad",https://www.timesjobs.com/job-detail/project-execution-malad-larsen-toubro-infotech-ltd-mumbai-9-to-12-yrs-jobid-B7dG6FUOa__PLUS__tzpSvf__PLUS__uAgZw==&source=srp
Larsen & Toubro Infotech Ltd,"project management, stakeholder coordination, quality control, documentation management, material selection, dpr, water, billing, rcc, drawing study, mep, project execution",1 day ago,Mumbai,"Project Execution, Malad",https://www.timesjobs.com/job-detail/project-execution-malad-larsen-toubro-infotech-ltd-mumbai-9-to-12-yrs-jobid-8jgFmuZZau9zpSvf__PLUS__uAgZw==&source=srp
Larsen & Toubro Infotech Ltd,"project management, water proofing execution, stakeholder coordination, document control, quantity estimation, dpr, billing, rcc, drawing study, mep, project execution",1 day ago,"Mumbai,  Thane","Project Execution, Thane",https://www.timesjobs.com/job-detail/project-execution-thane-larsen-toubro-infotech-ltd-mumbai-thane-9-to-12-yrs-jobid-B5BelDG0XiNzpSvf__PLUS__uAgZw==&source=srp
Larsen & Toubro Infotech Ltd,"project management, water proofing execution, stakeholder coordination, document control, quantity estimation, dpr, billing, rcc, drawing study, mep, project execution",1 day ago,"Mumbai,  Thane","Project Execution, Thane",https://www.timesjobs.com/job-detail/project-execution-thane-larsen-toubro-infotech-ltd-mumbai-thane-9-to-12-yrs-jobid-KWh__PLUS__bQ4__SLASH__whNzpSvf__PLUS__uAgZw==&source=srp
Larsen & Toubro Infotech Ltd,"project management, construction management, resource optimization, sustainability practices, technology implementation, bim, cad, building, coordination, design, resource utilization, ms project, engineering, construction materials, civil engineering, construction planning, project planning",1 day ago,Mumbai,Lead- Construction Methods Planning Cell...,https://www.timesjobs.com/job-detail/lead-construction-methods-planning-cell-larsen-toubro-infotech-ltd-mumbai-5-to-10-yrs-jobid-1AmZBUOHUo1zpSvf__PLUS__uAgZw==&source=srp
Larsen & Toubro Infotech Ltd,"project management, construction management, resource optimization, sustainability practices, technology implementation, bim, cad, building, coordination, design, resource utilization, ms project, engineering, construction materials, civil engineering, construction planning, project planning",1 day ago,Mumbai,Lead- Construction Methods Planning Cell...,https://www.timesjobs.com/job-detail/lead-construction-methods-planning-cell-larsen-toubro-infotech-ltd-mumbai-5-to-10-yrs-jobid-sgbzFe9RVoxzpSvf__PLUS__uAgZw==&source=srp
Larsen & Toubro Infotech Ltd,"electrical design concept, vendor management, cost effective solutions, stakeholder coordination, independent billing audit, boq, msp, building, structural, civil, mep, electrical inspector, power supply, elv, value engineering",1 day ago,Mumbai,MEP Electrical Malad,https://www.timesjobs.com/job-detail/mep-electrical-malad-larsen-toubro-infotech-ltd-mumbai-1-to-4-yrs-jobid-gmwsNfo07iZzpSvf__PLUS__uAgZw==&source=srp
Larsen & Toubro Infotech Ltd,"electrical design concept, vendor management, cost effective solutions, stakeholder coordination, independent billing audit, boq, msp, building, structural, civil, mep, electrical inspector, power supply, elv, value engineering",1 day ago,Mumbai,MEP Electrical Malad,https://www.timesjobs.com/job-detail/mep-electrical-malad-larsen-toubro-infotech-ltd-mumbai-1-to-4-yrs-jobid-w8fpvxo7w9xzpSvf__PLUS__uAgZw==&source=srp
Larsen & Toubro Infotech Ltd,"construction coordination   quality assurance   bill certification   project management   stakeholder management, dpr, water, billing, rcc, civil engineering, drawing study, mep",1 day ago,Mumbai,Engineer Project Execution,https://www.timesjobs.com/job-detail/engineer-project-execution-larsen-toubro-infotech-ltd-mumbai-3-to-10-yrs-jobid-Rryu87IuEyBzpSvf__PLUS__uAgZw==&source=srp
Larsen & Toubro Infotech Ltd,"construction coordination   quality assurance   bill certification   project management   stakeholder management, dpr, water, billing, rcc, civil engineering, drawing study, mep",1 day ago,Mumbai,Engineer Project Execution,https://www.timesjobs.com/job-detail/engineer-project-execution-larsen-toubro-infotech-ltd-mumbai-3-to-10-yrs-jobid-ZgxfFly5GLdzpSvf__PLUS__uAgZw==&source=srp
Larsen & Toubro Infotech Ltd,"procurement management   vendor development   strategic sourcing   cost estimation   negotiation skills, vendor management, order management, ordering, materials, supply chain management, category management",1 day ago,Vadodara,Assistant manager Procurement,https://www.timesjobs.com/job-detail/assistant-manager-procurement-larsen-toubro-infotech-ltd-vadodara-8-to-10-yrs-jobid-Zxd4GZ3NcMFzpSvf__PLUS__uAgZw==&source=srp
Larsen & Toubro Infotech Ltd,"strategic procurement planning, cost management, supplier management, compliance & risk management, analytical thinking, procurement strategies, supplier performance, negotiation, supply chain, purchase, materials, supply chain management",1 day ago,Vadodara,LTCLS - Buyer - Mech Supplies,https://www.timesjobs.com/job-detail/ltcls-buyer-mech-supplies-larsen-toubro-infotech-ltd-vadodara-15-to-20-yrs-jobid-KufE2NT0GCZzpSvf__PLUS__uAgZw==&source=srp
Larsen & Toubro Infotech Ltd,"project management, stakeholder coordination, billing certification, quality control, documentation management, dpr, water, rcc, drawing study, mep",1 day ago,Indore,"Planning, Indore",https://www.timesjobs.com/job-detail/planning-indore-larsen-toubro-infotech-ltd-indore-1-to-2-yrs-jobid-5WyksMo1f91zpSvf__PLUS__uAgZw==&source=srp
Larsen & Toubro Infotech Ltd,"project management, construction oversight, stakeholder coordination, financial monitoring, risk assessment, bodies, bim, construction management, feasibility studies, design, project monitoring, mitigation, ms project, project execution, project planning",1 day ago,Indore,"Lead- Project Execution, Indore Project",https://www.timesjobs.com/job-detail/lead-project-execution-indore-project-larsen-toubro-infotech-ltd-indore-9-to-12-yrs-jobid-6uzIjxYSlixzpSvf__PLUS__uAgZw==&source=srp
Larsen & Toubro Infotech Ltd,"contract management, project control, project estimation, team coordination, client correspondence, project director, engineering, contracts, billing",1 day ago,Mumbai,Manager - Contracts,https://www.timesjobs.com/job-detail/manager-contracts-larsen-toubro-infotech-ltd-mumbai-4-to-6-yrs-jobid-AERmoLjhz__PLUS__FzpSvf__PLUS__uAgZw==&source=srp
Larsen & Toubro Infotech Ltd,"quality management system   certified lead auditor   electrical engineering expertise   stakeholder management   continuous improvement focus, civil works, power transmission, coordination, substation, power supply, material testing",1 day ago,Chennai,Manager QA/QC (Electrical),https://www.timesjobs.com/job-detail/manager-qa-qc-electrical-larsen-toubro-infotech-ltd-chennai-1-to-4-yrs-jobid-Do1B4CbykdZzpSvf__PLUS__uAgZw==&source=srp
Larsen & Toubro Infotech Ltd,"construction activities, civil engineering, autocad proficiency, mep sequencing, project management, boq, building, high rise building",1 day ago,Navi Mumbai,"Execution, Seawoods",https://www.timesjobs.com/job-detail/execution-seawoods-larsen-toubro-infotech-ltd-navi-mumbai-8-to-12-yrs-jobid-iaA1__PLUS__b4n6OJzpSvf__PLUS__uAgZw==&source=srp
Larsen & Toubro Infotech Ltd,"civil engineering fundamentals, structural design software, engineering calculations review, d modelling experience, leadership and communication, structural engineering, plant design system, staad, design calculations, autocad, refinery, gtstrudl, engineering design, civil works, etabs, pdms, pds",1 day ago,Vadodara,Civil & Structural,https://www.timesjobs.com/job-detail/civil-structural-larsen-toubro-infotech-ltd-vadodara-2-to-8-yrs-jobid-5fS5fD1zST9zpSvf__PLUS__uAgZw==&source=srp
Larsen & Toubro Infotech Ltd,"d modeling proficiency, piping design expertise, stress analysis knowledge, document review skills, software proficiency  ( caesar ii ), gad, autocad, sp3d, piping engineering, bid analysis, mechanical engineering, isometrics, mto, pdms, layout, pds",1 day ago,Vadodara,E3D Modeller,https://www.timesjobs.com/job-detail/e3d-modeller-larsen-toubro-infotech-ltd-vadodara-2-to-6-yrs-jobid-BKKOwIWJwydzpSvf__PLUS__uAgZw==&source=srp
Larsen & Toubro Infotech Ltd,"production planning, hardware testing, process optimization, quality assurance, team leadership, scheduling, lean manufacturing",1 day ago,Bengaluru / Bangalore,Production Engineer,https://www.timesjobs.com/job-detail/production-engineer-larsen-toubro-infotech-ltd-bengaluru-bangalore-4-to-7-yrs-jobid-hQQh4puLha1zpSvf__PLUS__uAgZw==&source=srp
Larsen & Toubro Infotech Ltd,"global marketing strategy, client portfolio development, business opportunity identification, budget preparation skills, high level negotiation, business development, sales, market share",1 day ago,Delhi,SENIOR DEPUTY GENERAL MANAGER,https://www.timesjobs.com/job-detail/senior-deputy-general-manager-larsen-toubro-infotech-ltd-delhi-2-to-5-yrs-jobid-K5k6HEfD5ipzpSvf__PLUS__uAgZw==&source=srp
Infogain Corporation,"servicenow development, itsm applications, inbound / outbound integrations, infrastructure understanding, client communication, business rules, artificial intelligence, debugging, software engineering, telecom",1 day ago,Bengaluru / Bangalore,"Infogain looking for Senior Consultant, Development, Bangalore, India 6-8 Years Experience in Servicenow",https://www.timesjobs.com/job-detail/infogain-looking-for-senior-consultant-development-bangalore-india-6-8-years-experience-in-servicenow-infogain-corporation-bengaluru-bangalore-6-to-8-yrs-jobid-xsGZPW1jw__SLASH__BzpSvf__PLUS__uAgZw==&source=srp
Infogain Corporation,"manual testing, hybris testing, api testing, mobile app testing, agile methodologies, healthcare, software engineering, telecom, stress, qa engineer, integration testing",1 day ago,Noida/Greater Noida,"Infogain looking for QA Engineer (Standard), Noida, India 3-4.5 Years Experience in Manual Testing",https://www.timesjobs.com/job-detail/infogain-looking-for-qa-engineer-standard-noida-india-3-4-5-years-experience-in-manual-testing-infogain-corporation-noida-greater-noida-3-to-4-yrs-jobid-4M0r3r04j69zpSvf__PLUS__uAgZw==&source=srp
Infogain Corporation,"data engineering, aws cloudformation, real time streaming, etl development, apache hive, artificial intelligence, sql, java, software engineering, telecom, python, github, rdbms",1 day ago,Gurgaon,"Infogain looking for AWS Data Engineer (Senior), Gurugram, India 6-8 Years Experience in Data Engineering",https://www.timesjobs.com/job-detail/infogain-looking-for-aws-data-engineer-senior-gurugram-india-6-8-years-experience-in-data-engineering-infogain-corporation-gurgaon-6-to-8-yrs-jobid-DKAXrxQC9opzpSvf__PLUS__uAgZw==&source=srp
Infogain Corporation,"data engineering, python programming, cloud services, apache spark, etl optimization, orchestration, sql / plsql, artificial intelligence, software engineering, big data, github, maven, unix / linux, hive, scala, storage, intellij idea, docker, security, postgresql, debugging, telecom, splunk",1 day ago,Gurgaon,"Infogain looking for AWS Data Engineer (Senior), Gurugram, India 6-8 Years Experience in Data Engineering",https://www.timesjobs.com/job-detail/infogain-looking-for-aws-data-engineer-senior-gurugram-india-6-8-years-experience-in-data-engineering-infogain-corporation-gurgaon-6-to-8-yrs-jobid-5Sf19Tjkr__SLASH__tzpSvf__PLUS__uAgZw==&source=srp
Infogain Corporation,"bi & visualization, business objects, power bi, tableau, sql server, sharepoint, artificial intelligence, database management, software engineering, telecom",1 day ago,Bengaluru / Bangalore,"Infogain looking for BI Reports Developer (Standard), Bangalore, India 4.5-6 Years Experience in BI & Visualization Dev",https://www.timesjobs.com/job-detail/infogain-looking-for-bi-reports-developer-standard-bangalore-india-4-5-6-years-experience-in-bi-visualization-dev-infogain-corporation-bengaluru-bangalore-4-to-6-yrs-jobid-NvirU9j8bUBzpSvf__PLUS__uAgZw==&source=srp
Infogain Corporation,"mobile development, ios architecture, swift programming, combine framework, dependency injection, ios developer, software engineering, telecom, ios development",1 day ago,Bengaluru / Bangalore,"Infogain looking for iOS Developer (Senior), Bangalore, India 6-8 Years Experience in Mobile Development",https://www.timesjobs.com/job-detail/infogain-looking-for-ios-developer-senior-bangalore-india-6-8-years-experience-in-mobile-development-infogain-corporation-bengaluru-bangalore-6-to-8-yrs-jobid-5QrHlF8sxERzpSvf__PLUS__uAgZw==&source=srp
Infogain Corporation,"mulesoft development, api design, integration solutions, ci / cd tools, data transformation, information technology, aem, artificial intelligence, git, devops, soap web services, software engineering, telecom, technical skills, rest, mq, messaging",1 day ago,Bengaluru / Bangalore,"Infogain looking for DXP Development Developer (Lead), Bangalore, India 11-12 Years Experience in DXP Dev",https://www.timesjobs.com/job-detail/infogain-looking-for-dxp-development-developer-lead-bangalore-india-11-12-years-experience-in-dxp-dev-infogain-corporation-bengaluru-bangalore-11-to-12-yrs-jobid-2xKxWH4Hi__PLUS__JzpSvf__PLUS__uAgZw==&source=srp
Infogain Corporation,"dxp development, mulesoft integration, aem development, api management, ci / cd practices, information technology, artificial intelligence, git, devops, soap web services, software engineering, telecom, technical skills, rest, mq, messaging",1 day ago,Bengaluru / Bangalore,"Infogain looking for DXP Development Developer (Lead), Bangalore, India 8-11 Years Experience in DXP Dev",https://www.timesjobs.com/job-detail/infogain-looking-for-dxp-development-developer-lead-bangalore-india-8-11-years-experience-in-dxp-dev-infogain-corporation-bengaluru-bangalore-8-to-11-yrs-jobid-9__PLUS__b4GIKtHJBzpSvf__PLUS__uAgZw==&source=srp
Adobe Systems Ltd,"talent development strategy, leadership development expertise, behavioral change frameworks, relationship building skills, organizational effectiveness, business partner, hr, learning, executive development, talent management, human capital, hrbp, interview",1 day ago,Australia,Talent Development Partner  APAC,https://www.timesjobs.com/job-detail/talent-development-partner-apac-adobe-systems-ltd-australia-5-to-8-yrs-jobid-NvjuzZYvNwlzpSvf__PLUS__uAgZw==&source=srp
accenture,"oracle utilities mdm, software development principles, application architecture design, sql database knowledge, version control systems, jsp, java, git, j2ee, debugging, technical skills, software testing",1 day ago,Bengaluru / Bangalore,Application Developer,https://www.timesjobs.com/job-detail/application-developer-accenture-bengaluru-bangalore-3-to-6-yrs-jobid-NmEjF1LWv__SLASH__BzpSvf__PLUS__uAgZw==&source=srp
accenture,"oracle utilities mdm, software development principles, application architecture design, sql database knowledge, version control systems, jsp, java, git, j2ee, debugging, technical skills, software testing",1 day ago,Bengaluru / Bangalore,Application Developer,https://www.timesjobs.com/job-detail/application-developer-accenture-bengaluru-bangalore-3-to-6-yrs-jobid-kc4upnYPpqVzpSvf__PLUS__uAgZw==&source=srp
accenture,"employee services knowledge, labor relations understanding, customer service orientation, strong communication skills, attention to detail, corrective action, team work, documentation, process improvement, ideas, root cause analysis, supervisor",1 day ago,Bengaluru / Bangalore,HR Service Delivery Associate,https://www.timesjobs.com/job-detail/hr-service-delivery-associate-accenture-bengaluru-bangalore-1-to-3-yrs-jobid-IK2JTr5OZTlzpSvf__PLUS__uAgZw==&source=srp
accenture,"employee services knowledge, labor relations understanding, customer service orientation, strong communication skills, attention to detail, corrective action, team work, documentation, process improvement, ideas, root cause analysis, supervisor",1 day ago,Bengaluru / Bangalore,HR Service Delivery Associate,https://www.timesjobs.com/job-detail/hr-service-delivery-associate-accenture-bengaluru-bangalore-1-to-3-yrs-jobid-DecNhenuz2NzpSvf__PLUS__uAgZw==&source=srp
accenture,"employee services management, labor relations expertise, customer orientation, problem solving, ms office proficiency, interpersonal skills, hr, learning, communication, training need analysis, employment law, team building",1 day ago,Bengaluru / Bangalore,HR Service Delivery Analyst,https://www.timesjobs.com/job-detail/hr-service-delivery-analyst-accenture-bengaluru-bangalore-3-to-5-yrs-jobid-k__SLASH__qkbim1bs1zpSvf__PLUS__uAgZw==&source=srp
accenture,"employee services management, labor relations expertise, customer orientation, problem solving, ms office proficiency, interpersonal skills, hr, learning, communication, training need analysis, employment law, team building",1 day ago,Bengaluru / Bangalore,HR Service Delivery Analyst,https://www.timesjobs.com/job-detail/hr-service-delivery-analyst-accenture-bengaluru-bangalore-3-to-5-yrs-jobid-7I2dld6Fe7hzpSvf__PLUS__uAgZw==&source=srp
accenture,"employee services management, labor relations expertise, analytical problem solving, customer orientation skills, confidentiality assurance, interpersonal skills, hr, learning, communication, training need analysis, employment law, team building",1 day ago,Bengaluru / Bangalore,HR Service Delivery Analyst,https://www.timesjobs.com/job-detail/hr-service-delivery-analyst-accenture-bengaluru-bangalore-3-to-5-yrs-jobid-qDd7Sn__PLUS__HhKpzpSvf__PLUS__uAgZw==&source=srp
accenture,"employee services management, labor relations expertise, analytical problem solving, customer orientation skills, confidentiality assurance, interpersonal skills, hr, learning, communication, training need analysis, employment law, team building",1 day ago,Bengaluru / Bangalore,HR Service Delivery Analyst,https://www.timesjobs.com/job-detail/hr-service-delivery-analyst-accenture-bengaluru-bangalore-3-to-5-yrs-jobid-SBuSwAhAmphzpSvf__PLUS__uAgZw==&source=srp
accenture,"accounting standards, financial reporting, journal entries, month end closing, data analysis, reports, balance sheet, forecasting, general ledger, budgeting, statutory reporting, financial planning, process invoices",1 day ago,Chennai,Record to Report Ops New Associate,https://www.timesjobs.com/job-detail/record-to-report-ops-new-associate-accenture-chennai-0-to-1-yrs-jobid-sDxAft3vEUZzpSvf__PLUS__uAgZw==&source=srp
accenture,"accounting standards, financial reporting, journal entries, month end closing, data analysis, reports, balance sheet, forecasting, general ledger, budgeting, statutory reporting, financial planning, process invoices",1 day ago,Chennai,Record to Report Ops New Associate,https://www.timesjobs.com/job-detail/record-to-report-ops-new-associate-accenture-chennai-0-to-1-yrs-jobid-C1oxd5Y4nQ1zpSvf__PLUS__uAgZw==&source=srp
accenture,"customer orientation  labor relations knowledge  attention to detail  time management  confidentiality standards, corrective action, team work, documentation, process improvement, ideas, root cause analysis, supervisor",1 day ago,Bengaluru / Bangalore,HR Service Delivery Associate,https://www.timesjobs.com/job-detail/hr-service-delivery-associate-accenture-bengaluru-bangalore-1-to-3-yrs-jobid-CxYVc__PLUS__yOOBxzpSvf__PLUS__uAgZw==&source=srp
accenture,"customer orientation  labor relations knowledge  attention to detail  time management  confidentiality standards, corrective action, team work, documentation, process improvement, ideas, root cause analysis, supervisor",1 day ago,Bengaluru / Bangalore,HR Service Delivery Associate,https://www.timesjobs.com/job-detail/hr-service-delivery-associate-accenture-bengaluru-bangalore-1-to-3-yrs-jobid-AkAOVNK1M9pzpSvf__PLUS__uAgZw==&source=srp
